k,noisy,prediction,overlap_mean,overlap_median,overlap_trimmed_mean
1,0.44379716406568687,0.7252807785690294,0.722905780904111,0.722905780904111,0.722905780904111
2,0.4460093986298137,0.719542813930111,0.7399213550473814,0.7203193405555008,0.7399213550473814
3,0.4435473354430581,0.7198965526760979,0.7490529981864358,0.7429187512978312,0.7490529983498443
4,0.4449522149811668,0.7196966559481918,0.752483316609992,0.7388087664260261,0.752483315977867
5,0.44528281749086773,0.720863248299157,0.7596763886337123,0.7515079476991987,0.759676388429537
6,0.4432821818027286,0.7209643776296237,0.7577314055257162,0.7473485210725006,0.7577314069020509
7,0.4434956139894282,0.7241441561368024,0.7607899667776495,0.754417335946042,0.760789966062749
8,0.4429991689255206,0.7223691891552795,0.7615127759824232,0.7526129493927476,0.7615127750391153
9,0.4464942606719565,0.7196861360479088,0.7652197335709888,0.7595874630315277,0.7652197293554849
10,0.44381839661094724,0.7195345018522168,0.763075496748826,0.7555121297924121,0.7630754964516349
11,0.44555201880616996,0.7185940862109428,0.763558642657998,0.7582919025780882,0.7635586441292048
12,0.4439351887414678,0.7193543783553581,0.7624820078990017,0.75532530266123,0.7624820061370885
13,0.44165591916731967,0.7221716888436274,0.7650662255049192,0.7597829125306531,0.7650662213290353
14,0.4439835544642522,0.7156102168222961,0.7584065795716144,0.7514928962287022,0.7584065805835455
15,0.4443232678417887,0.7220151785963148,0.7617837069741812,0.7564822141318516,0.7617837098869721
16,0.4461043402512338,0.716420495545091,0.7626048588623544,0.7560400420274835,0.7626048605136758
17,0.44473650679609555,0.7201961802875997,0.76434729020382,0.7593121525135754,0.7643472917242063
18,0.444722612990972,0.716293119548747,0.7618702408626356,0.7560892247793004,0.7618702412498811
19,0.44608159652475526,0.7219424155539794,0.7644441597179251,0.7597292202149429,0.7644441579874776
20,0.4436586878121662,0.7211838261418049,0.7654036742661969,0.7595731295679675,0.7642730476734385
